mass	C_12	C_13	C_14	N_14	N_15	Mg_24	Mg_25	Mg_26	Mg_27	Al_26	Al_27	Si_28	Si_29	Si_30	Si_32	S_32	S_33	S_34	Ca_40	Ar_44	K_44	Ca_44	Sc_46	Ti_46	Ca_47	Sc_47	Ti_47	Sc_48	Ti_48	Ca_49	Sc_49	Ti_49	Ca_50	Sc_50	Ti_50
1.37209	2.17E-08	1.16E-16	9.60E-16	2.92E-15	7.94E-15	0.000433409	4.33E-08	1.57E-06	1.22E-12	1.76E-12	1.26E-06	0.291165	0.00383973	0.39338	4.23E-08	0.00221502	0.000100928	0.296111	5.98E-08	0	1.19E-19	2.83E-06	1.85E-10	7.94E-09	4.34E-14	1.29E-09	1.86E-09	2.53E-12	2.51E-06	1.08E-23	4.75E-14	6.80E-09	0	6.16E-22	9.76E-07
1.39256	2.28E-08	1.53E-16	1.13E-15	4.45E-15	9.82E-15	0.000562337	5.59E-08	1.77E-06	1.30E-12	2.50E-12	1.64E-06	0.306031	0.00388132	0.369552	3.61E-08	0.00259215	0.000113824	0.302601	8.32E-08	0	1.19E-19	2.89E-06	2.02E-10	1.00E-08	3.49E-14	1.14E-09	2.23E-09	2.14E-12	2.38E-06	7.21E-24	3.72E-14	6.18E-09	0	4.53E-22	6.62E-07
1.41987	2.38E-08	2.17E-16	1.35E-15	7.74E-15	1.27E-14	0.000826078	8.25E-08	2.13E-06	1.43E-12	3.91E-12	2.41E-06	0.327742	0.00393904	0.334318	2.85E-08	0.00325178	0.000136138	0.311563	1.35E-07	0	1.22E-19	2.96E-06	2.28E-10	1.53E-08	2.53E-14	9.60E-10	3.18E-09	1.68E-12	2.96E-06	3.93E-24	2.98E-14	7.23E-09	0	3.33E-22	3.94E-07
1.44049	2.41E-08	2.80E-16	1.52E-15	1.18E-14	1.52E-14	0.00112947	1.14E-07	2.43E-06	1.53E-12	5.43E-12	3.30E-06	0.346769	0.00399011	0.303008	2.30E-08	0.00395802	0.000160063	0.318766	2.09E-07	0	1.28E-19	3.01E-06	2.50E-10	2.35E-08	1.90E-14	8.26E-10	4.66E-09	1.37E-12	4.37E-06	2.28E-24	2.92E-14	1.02E-08	0	3.02E-22	2.82E-07
1.45422	2.41E-08	3.27E-16	1.63E-15	1.54E-14	1.69E-14	0.00138323	1.42E-07	2.63E-06	1.58E-12	6.66E-12	4.05E-06	0.359638	0.00402525	0.281533	1.98E-08	0.0045159	0.000179382	0.323159	2.81E-07	0	1.35E-19	3.06E-06	2.66E-10	3.20E-08	1.58E-14	7.50E-10	6.18E-09	1.20E-12	5.71E-06	1.57E-24	3.04E-14	1.29E-08	0	3.00E-22	2.40E-07
1.46108	2.41E-08	3.53E-16	1.69E-15	1.76E-14	1.77E-14	0.00152714	1.58E-07	2.73E-06	1.60E-12	7.35E-12	4.48E-06	0.366079	0.00404344	0.270676	1.84E-08	0.00482327	0.000190309	0.325164	3.28E-07	0	1.39E-19	3.09E-06	2.75E-10	3.75E-08	1.44E-14	7.18E-10	7.15E-09	1.13E-12	6.44E-06	1.30E-24	3.12E-14	1.44E-08	0	3.01E-22	2.24E-07
1.46794	2.41E-08	3.79E-16	1.73E-15	2.00E-14	1.85E-14	0.00167608	1.76E-07	2.80E-06	1.61E-12	8.09E-12	4.93E-06	0.372624	0.00406099	0.259623	1.70E-08	0.00515606	0.000202381	0.327052	3.84E-07	0	1.44E-19	3.12E-06	2.86E-10	4.42E-08	1.32E-14	6.88E-10	8.32E-09	1.06E-12	7.20E-06	1.08E-24	3.20E-14	1.59E-08	0	3.01E-22	2.09E-07
1.47482	2.40E-08	4.07E-16	1.78E-15	2.29E-14	1.93E-14	0.00184512	1.96E-07	2.87E-06	1.61E-12	8.91E-12	5.45E-06	0.379489	0.00408412	0.247944	1.56E-08	0.0055306	0.000216392	0.328839	4.55E-07	0	1.50E-19	3.18E-06	3.00E-10	5.26E-08	1.20E-14	6.63E-10	9.78E-09	1.01E-12	7.98E-06	8.87E-25	3.27E-14	1.74E-08	0	3.00E-22	1.95E-07
1.48169	2.38E-08	4.35E-16	1.81E-15	2.61E-14	1.99E-14	0.00201795	2.18E-07	2.91E-06	1.59E-12	9.78E-12	5.99E-06	0.386405	0.00410758	0.236159	1.44E-08	0.00593383	0.000231977	0.330406	5.42E-07	0	1.57E-19	3.24E-06	3.17E-10	6.29E-08	1.11E-14	6.42E-10	1.15E-08	9.57E-13	8.74E-06	7.31E-25	3.33E-14	1.88E-08	0	2.98E-22	1.81E-07
1.48856	2.36E-08	4.65E-16	1.85E-15	2.98E-14	2.05E-14	0.00220273	2.43E-07	2.94E-06	1.57E-12	1.08E-11	6.58E-06	0.393117	0.00413467	0.2246	1.32E-08	0.00635868	0.000249178	0.331614	6.46E-07	0	1.66E-19	3.33E-06	3.38E-10	7.53E-08	1.03E-14	6.27E-10	1.37E-08	9.19E-13	9.44E-06	6.07E-25	3.36E-14	2.01E-08	0	2.94E-22	1.68E-07
1.49543	2.34E-08	4.94E-16	1.87E-15	3.41E-14	2.08E-14	0.00238835	2.69E-07	2.93E-06	1.54E-12	1.18E-11	7.19E-06	0.39981	0.0041624	0.21307	1.21E-08	0.0068174	0.000268535	0.332473	7.76E-07	0	1.75E-19	3.43E-06	3.63E-10	9.06E-08	9.58E-15	6.17E-10	1.63E-08	8.89E-13	1.01E-05	5.05E-25	3.38E-14	2.12E-08	0	2.88E-22	1.55E-07
1.50229	2.31E-08	5.25E-16	1.90E-15	3.92E-14	2.11E-14	0.00258509	3.00E-07	2.93E-06	1.51E-12	1.30E-11	7.85E-06	0.406039	0.00419669	0.202176	1.11E-08	0.00728622	0.000289611	0.332789	9.28E-07	0	1.87E-19	3.56E-06	3.93E-10	1.09E-07	9.06E-15	6.12E-10	1.93E-08	8.70E-13	1.06E-05	4.27E-25	3.37E-14	2.22E-08	0	2.81E-22	1.43E-07
1.50915	2.28E-08	5.55E-16	1.91E-15	4.49E-14	2.11E-14	0.00277844	3.33E-07	2.90E-06	1.46E-12	1.43E-11	8.53E-06	0.412139	0.00423153	0.191533	1.02E-08	0.00778559	0.000313163	0.332605	1.12E-06	0	2.01E-19	3.69E-06	4.29E-10	1.30E-07	8.62E-15	6.12E-10	2.30E-08	8.57E-13	1.11E-05	3.62E-25	3.34E-14	2.31E-08	0	2.73E-22	1.31E-07
1.51601	2.24E-08	5.88E-16	1.92E-15	5.16E-14	2.10E-14	0.00297489	3.70E-07	2.86E-06	1.42E-12	1.57E-11	9.26E-06	0.417713	0.00427206	0.181661	9.47E-09	0.00829546	0.000338985	0.331725	1.34E-06	0	2.17E-19	3.84E-06	4.71E-10	1.56E-07	8.30E-15	6.16E-10	2.73E-08	8.52E-13	1.15E-05	3.12E-25	3.29E-14	2.38E-08	0	2.64E-22	1.21E-07
1.52286	2.20E-08	6.18E-16	1.92E-15	5.92E-14	2.07E-14	0.00316501	4.10E-07	2.81E-06	1.37E-12	1.74E-11	1.00E-05	0.423097	0.00431322	0.172171	8.75E-09	0.00883638	0.000367731	0.33025	1.62E-06	0	2.36E-19	3.98E-06	5.18E-10	1.86E-07	8.03E-15	6.22E-10	3.24E-08	8.51E-13	1.18E-05	2.70E-25	3.23E-14	2.44E-08	0	2.54E-22	1.11E-07
1.52974	2.16E-08	6.48E-16	1.92E-15	6.77E-14	2.03E-14	0.00334825	4.54E-07	2.76E-06	1.33E-12	1.92E-11	1.08E-05	0.427591	0.0043611	0.164036	8.17E-09	0.0093548	0.000397584	0.328107	1.91E-06	0	2.56E-19	4.12E-06	5.67E-10	2.17E-07	7.85E-15	6.31E-10	3.77E-08	8.54E-13	1.20E-05	2.39E-25	3.16E-14	2.49E-08	0	2.45E-22	1.02E-07
1.53662	2.12E-08	6.74E-16	1.91E-15	7.69E-14	1.97E-14	0.00352564	5.00E-07	2.70E-06	1.29E-12	2.12E-11	1.16E-05	0.431882	0.004408	0.156277	7.63E-09	0.00990092	0.000430258	0.325501	2.27E-06	0	2.78E-19	4.26E-06	6.19E-10	2.53E-07	7.69E-15	6.41E-10	4.37E-08	8.59E-13	1.21E-05	2.11E-25	3.08E-14	2.54E-08	0	2.35E-22	9.48E-08
1.54349	2.07E-08	7.02E-16	1.91E-15	8.73E-14	1.91E-14	0.0036928	5.51E-07	2.65E-06	1.25E-12	2.35E-11	1.25E-05	0.435295	0.0044571	0.149763	7.19E-09	0.0104499	0.000465284	0.322249	2.64E-06	0	3.01E-19	4.38E-06	6.73E-10	2.90E-07	7.59E-15	6.53E-10	5.00E-08	8.66E-13	1.22E-05	1.90E-25	2.99E-14	2.58E-08	0	2.25E-22	8.82E-08
1.55036	2.02E-08	7.25E-16	1.89E-15	9.83E-14	1.83E-14	0.00385666	6.05E-07	2.59E-06	1.21E-12	2.61E-11	1.34E-05	0.438572	0.00450391	0.143464	6.77E-09	0.0110285	0.000503044	0.31877	3.06E-06	0	3.26E-19	4.49E-06	7.28E-10	3.31E-07	7.49E-15	6.64E-10	5.69E-08	8.72E-13	1.23E-05	1.72E-25	2.90E-14	2.61E-08	0	2.15E-22	8.22E-08
1.56409	1.92E-08	7.63E-16	1.85E-15	1.21E-13	1.68E-14	0.00415386	7.19E-07	2.51E-06	1.15E-12	3.20E-11	1.53E-05	0.442652	0.00458497	0.134194	6.16E-09	0.0122088	0.000583353	0.311316	3.88E-06	0	3.69E-19	4.67E-06	8.26E-10	4.11E-07	7.36E-15	6.84E-10	7.03E-08	8.79E-13	1.23E-05	1.45E-25	2.71E-14	2.67E-08	0	1.97E-22	7.27E-08
1.5778	1.82E-08	7.87E-16	1.77E-15	1.44E-13	1.53E-14	0.00442651	8.43E-07	2.44E-06	1.10E-12	3.92E-11	1.75E-05	0.444803	0.004637	0.127206	5.66E-09	0.0136193	0.000678735	0.303474	4.74E-06	0	4.08E-19	4.80E-06	9.06E-10	4.94E-07	7.19E-15	7.00E-10	8.39E-08	8.73E-13	1.23E-05	1.24E-25	2.52E-14	2.72E-08	0	1.79E-22	6.49E-08
1.59155	1.74E-08	8.11E-16	1.71E-15	1.67E-13	1.41E-14	0.00467093	9.71E-07	2.39E-06	1.06E-12	4.75E-11	1.99E-05	0.445326	0.00466404	0.122159	5.29E-09	0.0152062	0.000784638	0.295933	5.59E-06	0	4.42E-19	4.89E-06	9.70E-10	5.74E-07	7.02E-15	7.10E-10	9.68E-08	8.59E-13	1.22E-05	1.08E-25	2.36E-14	2.76E-08	0	1.63E-22	5.90E-08
1.60529	1.67E-08	8.28E-16	1.65E-15	1.89E-13	1.30E-14	0.00490691	1.11E-06	2.37E-06	1.03E-12	5.70E-11	2.25E-05	0.444716	0.00468293	0.118352	5.02E-09	0.0169037	0.000898077	0.288753	6.40E-06	0	4.74E-19	4.96E-06	1.02E-09	6.49E-07	6.89E-15	7.19E-10	1.09E-07	8.42E-13	1.21E-05	9.64E-26	2.21E-14	2.80E-08	0	1.50E-22	5.48E-08
1.61901	1.57E-08	8.15E-16	1.55E-15	2.04E-13	1.17E-14	0.00514941	1.24E-06	2.37E-06	1.02E-12	6.69E-11	2.53E-05	0.443203	0.0047056	0.115548	4.82E-09	0.0185668	0.00100911	0.282198	7.08E-06	0	4.96E-19	5.01E-06	1.02E-09	7.11E-07	6.79E-15	7.28E-10	1.19E-07	8.12E-13	1.19E-05	8.86E-26	2.06E-14	2.87E-08	0	1.37E-22	5.22E-08
1.63271	1.48E-08	8.00E-16	1.48E-15	2.15E-13	1.06E-14	0.00538894	1.39E-06	2.36E-06	1.00E-12	7.75E-11	2.82E-05	0.441212	0.0047468	0.113315	4.70E-09	0.0201241	0.00111438	0.276059	7.72E-06	0	5.19E-19	5.04E-06	9.98E-10	7.68E-07	6.81E-15	7.44E-10	1.29E-07	7.91E-13	1.18E-05	8.50E-26	1.95E-14	2.95E-08	0	1.27E-22	5.12E-08
1.64647	1.42E-08	8.13E-16	1.46E-15	2.34E-13	9.81E-15	0.00566087	1.56E-06	2.34E-06	1.00E-12	9.16E-11	3.16E-05	0.438681	0.00482054	0.111087	4.68E-09	0.0218801	0.00123703	0.269403	8.43E-06	0	5.61E-19	5.06E-06	1.00E-09	8.40E-07	7.02E-15	7.77E-10	1.43E-07	7.97E-13	1.17E-05	8.56E-26	1.86E-14	3.06E-08	0	1.21E-22	5.06E-08
1.66021	1.30E-08	7.69E-16	1.36E-15	2.35E-13	8.62E-15	0.0059283	1.73E-06	2.37E-06	1.00E-12	1.04E-10	3.51E-05	0.436011	0.00493057	0.109344	4.70E-09	0.023265	0.00133516	0.263546	9.02E-06	0	5.77E-19	5.06E-06	9.23E-10	9.04E-07	7.32E-15	8.21E-10	1.57E-07	7.79E-13	1.15E-05	8.79E-26	1.78E-14	3.23E-08	0	1.14E-22	5.06E-08
1.67393	1.18E-08	6.99E-16	1.25E-15	2.23E-13	7.54E-15	0.00613976	1.85E-06	2.40E-06	1.00E-12	1.11E-10	3.75E-05	0.433825	0.00504435	0.108426	4.80E-09	0.0238778	0.00138195	0.259697	9.35E-06	0	5.54E-19	5.07E-06	8.03E-10	9.47E-07	7.61E-15	8.50E-10	1.68E-07	7.27E-13	1.14E-05	8.75E-26	1.71E-14	3.43E-08	0	1.07E-22	5.07E-08
1.68764	1.07E-08	6.31E-16	1.14E-15	2.08E-13	6.55E-15	0.00634573	1.97E-06	2.42E-06	9.93E-13	1.18E-10	3.98E-05	0.431702	0.00516038	0.107581	4.98E-09	0.0243987	0.00142796	0.256036	9.67E-06	0	5.25E-19	5.07E-06	6.88E-10	9.88E-07	7.94E-15	8.69E-10	1.80E-07	6.58E-13	1.13E-05	8.44E-26	1.66E-14	3.68E-08	0	1.01E-22	5.07E-08
1.70488	9.53E-09	5.48E-16	9.86E-16	1.87E-13	5.49E-15	0.00661217	2.13E-06	2.43E-06	9.68E-13	1.28E-10	4.26E-05	0.429092	0.00524133	0.106536	5.21E-09	0.0251284	0.00150195	0.251529	1.00E-05	0	4.79E-19	5.07E-06	5.61E-10	1.05E-06	8.27E-15	8.49E-10	1.96E-07	5.37E-13	1.12E-05	1.91E-25	1.61E-14	4.08E-08	0	9.48E-23	5.00E-08
1.72209	8.73E-09	8.72E-15	4.49E-14	3.29E-12	5.18E-15	0.0236678	3.66E-05	6.61E-06	2.83E-11	7.77E-09	0.000349696	0.363562	0.0101169	0.0938225	1.18E-07	0.0266685	0.0015914	0.190015	8.63E-06	2.11E-24	1.07E-16	7.47E-06	1.96E-08	1.02E-06	1.06E-11	6.54E-08	3.35E-07	5.55E-10	9.65E-06	3.06E-19	2.92E-12	1.37E-07	0	2.46E-19	6.42E-07
1.72209	9.23E-09	3.15E-14	1.70E-13	1.14E-11	7.07E-15	0.0605721	0.000121566	1.64E-05	1.05E-10	2.85E-08	0.00107801	0.220124	0.0200385	0.0689282	4.45E-07	0.0281868	0.00159678	0.0539814	3.93E-06	5.82E-24	3.12E-16	1.09E-05	5.97E-08	7.91E-07	3.80E-11	2.11E-07	5.78E-07	2.07E-09	6.37E-06	8.59E-19	1.22E-11	3.50E-07	0	1.24E-18	2.06E-06
1.72209	9.36E-09	4.35E-14	2.40E-13	1.48E-11	8.57E-15	0.0646097	0.000150284	1.87E-05	1.46E-10	3.86E-08	0.00127464	0.195299	0.0196563	0.0681667	6.40E-07	0.0273655	0.00152713	0.0197233	1.68E-06	4.42E-24	2.75E-16	7.74E-06	6.02E-08	6.34E-07	4.93E-11	2.33E-07	5.32E-07	2.83E-09	5.82E-06	6.87E-19	1.90E-11	3.97E-07	0	2.25E-18	2.44E-06
1.72213	1.14E-08	5.06E-14	2.47E-13	1.60E-11	9.84E-15	0.062776	0.000136713	1.69E-05	1.28E-10	3.49E-08	0.00123978	0.199857	0.0193359	0.0698424	5.95E-07	0.0282998	0.0015955	0.0211918	1.61E-06	4.00E-24	2.74E-16	7.68E-06	6.94E-08	6.31E-07	4.08E-11	2.11E-07	5.09E-07	2.94E-09	5.93E-06	5.57E-19	2.44E-11	3.60E-07	0	2.82E-18	2.34E-06
1.72217	1.35E-08	5.58E-14	2.44E-13	1.61E-11	1.12E-14	0.0609715	0.000123312	1.53E-05	1.10E-10	3.06E-08	0.00120903	0.204369	0.0190074	0.0714253	5.31E-07	0.0292269	0.0016633	0.0226703	1.55E-06	3.14E-24	2.54E-16	7.62E-06	7.57E-08	6.28E-07	3.33E-11	1.90E-07	4.88E-07	2.85E-09	6.04E-06	4.22E-19	2.80E-11	3.25E-07	0	3.09E-18	2.25E-06
1.72221	1.55E-08	6.02E-14	2.41E-13	1.66E-11	1.26E-14	0.0591478	0.000112531	1.40E-05	9.56E-11	2.75E-08	0.0011593	0.209003	0.018673	0.0731067	4.69E-07	0.0301987	0.00173855	0.0242784	1.48E-06	2.41E-24	2.33E-16	7.55E-06	8.06E-08	6.27E-07	2.72E-11	1.71E-07	4.68E-07	2.68E-09	6.15E-06	3.13E-19	3.05E-11	2.94E-07	0	3.23E-18	2.14E-06
1.72225	1.75E-08	6.40E-14	2.36E-13	1.70E-11	1.42E-14	0.0573442	0.000103061	1.29E-05	8.37E-11	2.48E-08	0.00110686	0.213613	0.0183351	0.0747594	4.11E-07	0.0311686	0.00181531	0.0259096	1.42E-06	1.65E-24	2.10E-16	7.49E-06	8.38E-08	6.26E-07	2.20E-11	1.53E-07	4.48E-07	2.44E-09	6.25E-06	2.14E-19	3.15E-11	2.67E-07	0	3.19E-18	2.04E-06
1.72229	1.95E-08	6.74E-14	2.31E-13	1.74E-11	1.59E-14	0.0556609	9.48E-05	1.21E-05	7.45E-11	2.24E-08	0.00105446	0.218022	0.0180041	0.0763015	3.60E-07	0.0320642	0.00188938	0.0276206	1.36E-06	1.33E-24	1.89E-16	7.44E-06	8.53E-08	6.26E-07	1.82E-11	1.38E-07	4.32E-07	2.21E-09	6.33E-06	1.60E-19	3.20E-11	2.43E-07	0	3.10E-18	1.94E-06
1.72233	2.16E-08	7.03E-14	2.24E-13	1.76E-11	1.77E-14	0.0539985	8.74E-05	1.14E-05	6.69E-11	2.03E-08	0.00100312	0.222397	0.0176705	0.0778062	3.15E-07	0.0329522	0.00196398	0.0293475	1.31E-06	1.02E-24	1.69E-16	7.38E-06	8.54E-08	6.25E-07	1.50E-11	1.25E-07	4.16E-07	1.97E-09	6.42E-06	1.13E-19	3.14E-11	2.23E-07	0	2.91E-18	1.85E-06
1.72237	2.37E-08	7.27E-14	2.18E-13	1.77E-11	1.97E-14	0.0524001	8.09E-05	1.09E-05	6.08E-11	1.85E-08	0.000954177	0.226678	0.0173376	0.0792323	2.77E-07	0.0338221	0.00203852	0.0311355	1.26E-06	8.08E-25	1.50E-16	7.33E-06	8.42E-08	6.25E-07	1.23E-11	1.13E-07	4.02E-07	1.74E-09	6.50E-06	7.86E-20	3.02E-11	2.06E-07	0	2.68E-18	1.75E-06
1.72241	2.59E-08	7.48E-14	2.10E-13	1.78E-11	2.17E-14	0.0508282	7.49E-05	1.04E-05	5.56E-11	1.69E-08	0.000907769	0.230908	0.0170032	0.0806176	2.45E-07	0.0346786	0.00211298	0.032931	1.21E-06	6.20E-25	1.32E-16	7.28E-06	8.22E-08	6.24E-07	1.01E-11	1.01E-07	3.88E-07	1.51E-09	6.57E-06	4.91E-20	2.83E-11	1.91E-07	0	2.41E-18	1.66E-06
1.72245	2.80E-08	7.70E-14	2.05E-13	1.79E-11	2.39E-14	0.0494699	7.01E-05	1.01E-05	5.19E-11	1.55E-08	0.000866639	0.234674	0.0167246	0.0817659	2.20E-07	0.0354359	0.00217975	0.0346638	1.18E-06	5.34E-25	1.19E-16	7.23E-06	7.99E-08	6.24E-07	8.63E-12	9.33E-08	3.78E-07	1.35E-09	6.63E-06	3.76E-20	2.73E-11	1.78E-07	0	2.24E-18	1.58E-06
1.72249	3.01E-08	7.89E-14	1.99E-13	1.80E-11	2.61E-14	0.0481243	6.56E-05	9.86E-06	4.85E-11	1.43E-08	0.000827717	0.238413	0.016444	0.0828918	1.98E-07	0.036184	0.00224617	0.0363986	1.14E-06	4.54E-25	1.07E-16	7.19E-06	7.72E-08	6.24E-07	7.34E-12	8.57E-08	3.68E-07	1.20E-09	6.69E-06	2.73E-20	2.58E-11	1.67E-07	0	2.04E-18	1.50E-06
1.72253	3.23E-08	8.05E-14	1.94E-13	1.80E-11	2.84E-14	0.0468576	6.16E-05	9.67E-06	4.58E-11	1.33E-08	0.000792259	0.242006	0.0161622	0.0839349	1.79E-07	0.0368994	0.0023105	0.0381455	1.11E-06	3.90E-25	9.58E-17	7.15E-06	7.42E-08	6.23E-07	6.28E-12	7.90E-08	3.59E-07	1.07E-09	6.74E-06	2.00E-20	2.41E-11	1.57E-07	0	1.85E-18	1.42E-06
1.72257	3.44E-08	8.17E-14	1.86E-13	1.76E-11	3.11E-14	0.0455764	5.75E-05	9.50E-06	4.32E-11	1.21E-08	0.000771655	0.245638	0.0158729	0.0849829	1.61E-07	0.0376278	0.00237472	0.0399042	1.08E-06	3.31E-25	8.59E-17	7.11E-06	7.09E-08	6.21E-07	5.33E-12	7.23E-08	3.49E-07	9.38E-10	6.79E-06	1.32E-20	2.24E-11	1.48E-07	0	1.65E-18	1.35E-06
1.72261	3.65E-08	8.26E-14	1.80E-13	1.75E-11	3.35E-14	0.0443802	5.41E-05	9.38E-06	4.11E-11	1.12E-08	0.000739484	0.249154	0.015587	0.0859533	1.46E-07	0.0382947	0.00243448	0.0417637	1.05E-06	2.85E-25	7.71E-17	7.07E-06	6.73E-08	6.20E-07	4.60E-12	6.68E-08	3.41E-07	8.32E-10	6.84E-06	9.93E-21	2.06E-11	1.40E-07	0	1.47E-18	1.28E-06
1.72265	3.85E-08	8.32E-14	1.74E-13	1.74E-11	3.59E-14	0.0431925	5.09E-05	9.25E-06	3.90E-11	1.05E-08	0.000708347	0.252645	0.0153031	0.0869116	1.33E-07	0.0389506	0.00249417	0.0436199	1.02E-06	2.44E-25	6.90E-17	7.03E-06	6.37E-08	6.18E-07	3.95E-12	6.14E-08	3.33E-07	7.32E-10	6.89E-06	6.89E-21	1.88E-11	1.33E-07	0	1.30E-18	1.21E-06
1.72273	4.25E-08	8.42E-14	1.62E-13	1.71E-11	4.06E-14	0.0409974	4.57E-05	8.99E-06	3.54E-11	9.21E-09	0.000653918	0.25922	0.0147608	0.0886975	1.14E-07	0.0401477	0.00260836	0.0473132	9.73E-07	1.82E-25	5.60E-17	6.96E-06	5.76E-08	6.16E-07	2.94E-12	5.18E-08	3.18E-07	5.70E-10	6.97E-06	3.06E-21	1.55E-11	1.20E-07	0	1.00E-18	1.08E-06
1.72281	4.64E-08	8.55E-14	1.54E-13	1.69E-11	4.53E-14	0.0392268	4.17E-05	8.82E-06	3.28E-11	8.28E-09	0.000609949	0.26472	0.0143307	0.0900615	9.99E-08	0.0411513	0.00270323	0.0506002	9.44E-07	1.43E-25	4.71E-17	6.90E-06	5.26E-08	6.16E-07	2.35E-12	4.59E-08	3.08E-07	4.72E-10	7.03E-06	1.92E-21	1.35E-11	1.11E-07	0	8.35E-19	9.83E-07
1.72289	5.01E-08	8.62E-14	1.46E-13	1.66E-11	4.98E-14	0.0375521	3.82E-05	8.65E-06	3.05E-11	7.50E-09	0.000570265	0.270016	0.0139024	0.0913445	8.85E-08	0.0420956	0.0027938	0.0538653	9.19E-07	1.12E-25	3.97E-17	6.84E-06	4.80E-08	6.16E-07	1.87E-12	4.05E-08	2.98E-07	3.90E-10	7.09E-06	1.13E-21	1.16E-11	1.03E-07	0	6.83E-19	8.92E-07
1.72297	5.37E-08	8.63E-14	1.38E-13	1.63E-11	5.43E-14	0.0359691	3.52E-05	8.48E-06	2.84E-11	6.82E-09	0.000533942	0.275181	0.0134842	0.0925514	7.89E-08	0.0429679	0.0028787	0.057239	8.99E-07	8.84E-26	3.37E-17	6.78E-06	4.38E-08	6.16E-07	1.51E-12	3.60E-08	2.89E-07	3.24E-10	7.15E-06	7.24E-22	9.95E-12	9.60E-08	0	5.59E-19	8.09E-07
1.72304	5.71E-08	8.59E-14	1.30E-13	1.59E-11	5.87E-14	0.0344563	3.24E-05	8.31E-06	2.65E-11	6.22E-09	0.000500489	0.280206	0.0130688	0.0936968	7.07E-08	0.0437971	0.0029604	0.0606088	8.82E-07	6.98E-26	2.86E-17	6.73E-06	4.00E-08	6.17E-07	1.22E-12	3.17E-08	2.80E-07	2.68E-10	7.20E-06	4.44E-22	8.42E-12	8.97E-08	0	4.51E-19	7.31E-07
1.72312	6.05E-08	8.49E-14	1.23E-13	1.55E-11	6.29E-14	0.0329909	2.99E-05	8.13E-06	2.47E-11	5.69E-09	0.000468839	0.285271	0.0126626	0.0948226	6.35E-08	0.0445493	0.00303606	0.0642603	8.73E-07	5.53E-26	2.44E-17	6.67E-06	3.64E-08	6.17E-07	9.95E-13	2.82E-08	2.72E-07	2.23E-10	7.25E-06	3.05E-22	7.11E-12	8.40E-08	0	3.64E-19	6.58E-07
1.7232	6.37E-08	8.36E-14	1.15E-13	1.50E-11	6.71E-14	0.0315878	2.76E-05	7.95E-06	2.30E-11	5.21E-09	0.000439436	0.290218	0.0122616	0.0958952	5.73E-08	0.0452623	0.00310843	0.0679194	8.66E-07	4.39E-26	2.09E-17	6.62E-06	3.33E-08	6.18E-07	8.11E-13	2.49E-08	2.63E-07	1.85E-10	7.30E-06	2.07E-22	5.95E-12	7.88E-08	0	2.91E-19	5.91E-07
1.72328	6.69E-08	8.21E-14	1.08E-13	1.45E-11	7.11E-14	0.0302565	2.55E-05	7.78E-06	2.14E-11	4.79E-09	0.000412016	0.295083	0.0118762	0.0969288	5.20E-08	0.0458939	0.00317347	0.0717136	8.65E-07	3.51E-26	1.81E-17	6.56E-06	3.04E-08	6.19E-07	6.66E-13	2.21E-08	2.56E-07	1.55E-10	7.34E-06	1.50E-22	5.00E-12	7.42E-08	0	2.33E-19	5.30E-07
1.72336	7.00E-08	8.04E-14	1.01E-13	1.41E-11	7.52E-14	0.0290011	2.36E-05	7.61E-06	2.00E-11	4.42E-09	0.000386709	0.299772	0.011502	0.0979113	4.73E-08	0.046467	0.00323295	0.0754717	8.67E-07	2.82E-26	1.57E-17	6.51E-06	2.79E-08	6.20E-07	5.49E-13	1.96E-08	2.48E-07	1.29E-10	7.39E-06	1.10E-22	4.19E-12	7.00E-08	0	1.87E-19	4.74E-07
1.72344	7.31E-08	7.97E-14	9.70E-14	1.38E-11	7.93E-14	0.0280075	2.22E-05	7.49E-06	1.89E-11	4.14E-09	0.000366335	0.303638	0.0111913	0.09865	4.38E-08	0.0469507	0.00327985	0.0786503	8.78E-07	2.36E-26	1.40E-17	6.47E-06	2.59E-08	6.23E-07	4.69E-13	1.79E-08	2.43E-07	1.12E-10	7.42E-06	8.88E-23	3.68E-12	6.66E-08	0	1.59E-19	4.35E-07
1.72352	7.62E-08	7.88E-14	9.27E-14	1.34E-11	8.33E-14	0.0270496	2.08E-05	7.38E-06	1.80E-11	3.89E-09	0.000347183	0.307416	0.0108851	0.0993679	4.05E-08	0.0473997	0.00332334	0.0818027	8.90E-07	1.98E-26	1.25E-17	6.44E-06	2.41E-08	6.26E-07	4.02E-13	1.64E-08	2.37E-07	9.77E-11	7.45E-06	7.16E-23	3.22E-12	6.35E-08	0	1.35E-19	3.98E-07
1.7236	7.92E-08	7.79E-14	8.88E-14	1.31E-11	8.74E-14	0.0261595	1.96E-05	7.26E-06	1.71E-11	3.67E-09	0.000329546	0.311048	0.0105943	0.100064	3.77E-08	0.0477758	0.00335946	0.0849658	9.07E-07	1.68E-26	1.13E-17	6.40E-06	2.25E-08	6.28E-07	3.46E-13	1.50E-08	2.32E-07	8.54E-11	7.49E-06	5.88E-23	2.83E-12	6.06E-08	0	1.15E-19	3.65E-07
